DR_NO,AREA,AREA NAME,Rpt Dist No,LOCATION,Cross Street,LAT,LON,,,,,,,,,,,,,,,,
211211598,12,77th Street,1211,ARLINGTON AV,54TH ST,33.9932,-118.3182,,,,,,,,,,,,,,,,
210620144,6,Hollywood,646,MELROSE AV,VINE ST,34.0987,-118.3337,,,,,,,,,,,,,,,,
211404998,14,Pacific,1411,PALOMA AV,OCEAN FRONT WK,33.9918,-118.4791,,,,,,,,,,,,,,,,
212114290,21,Topanga,2145,6400 TOPANGA CANYON BL,,34.1923,-118.6104,,,,,,,,,,,,,,,,
211101011,11,Northeast,1124,3300 DREW ST,,34.1199,-118.2431,,,,,,,,,,,,,,,,
211300851,13,Newton,1353,CENTRAL AV,43RD ST,34.0057,-118.2565,,,,,,,,,,,,,,,,
211217571,12,77th Street,1269,80TH ST,WADSWORTH,33.9665,-118.2586,,,,,,,,,,,,,,,,
210414770,4,Hollenbeck,489,2800 CAMULOS PL,,34.0255,-118.2161,,,,,,,,,,,,,,,,
211208559,12,77th Street,1256,73RD ST,BROADWAY,33.9737,-118.2783,,,,,,,,,,,,,,,,
211816106,18,Southeast,1849,1900 E IMPERIAL HY,,33.9293,-118.2359,,,,,,,,,,,,,,,,
211806552,18,Southeast,1801,800 W MANCHESTER AV,,33.96,-118.2876,,,,,,,,,,,,,,,,
212007821,20,Olympic,2022,300 S MANHATTAN PL,,34.0671,-118.3104,,,,,,,,,,,,,,,,
210205995,2,Rampart,221,4200 OAKWOOD AV,,34.0777,-118.2995,,,,,,,,,,,,,,,,
210612604,6,Hollywood,667,1300 TAMARIND AV,,34.0944,-118.3191,,,,,,,,,,,,,,,,
210217542,2,Rampart,245,2200 W 6TH ST,,34.0601,-118.2761,,,,,,,,,,,,,,,,
211007449,10,West Valley,1079,15400 VENTURA BL,,34.1599,-118.4766,,,,,,,,,,,,,,,,
210211662,2,Rampart,281,1200 S ALVARADO ST,,34.0486,-118.2819,,,,,,,,,,,,,,,,
212011585,20,Olympic,2027,500 S VERMONT AV,,34.0636,-118.296,,,,,,,,,,,,,,,,
210316416,3,Southwest,357,1200 W 36TH ST,,34.023,-118.2944,,,,,,,,,,,,,,,,
212013165,20,Olympic,2022,3RD ST,WESTERN,34.069,-118.3091,,,,,,,,,,,,,,,,
211001097,10,West Valley,1008,7900 WOODLEY AV,,34.2139,-118.4837,,,,,,,,,,,,,,,,
210509763,5,Harbor,557,100 S GAFFEY ST,,33.7428,-118.2923,,,,,,,,,,,,,,,,
211706713,17,Devonshire,1716,11800 WISH AV,,34.2851,-118.5048,,,,,,,,,,,,,,,,
211610942,16,Foothill,1687,DORA,ROSCOE,34.2216,-118.3774,,,,,,,,,,,,,,,,
211000884,10,West Valley,1017,7400 AMESTOY AV,,34.2048,-118.5059,,,,,,,,,,,,,,,,
212014725,20,Olympic,2035,3400 WILSHIRE BL,,34.0618,-118.2977,,,,,,,,,,,,,,,,
211113200,11,Northeast,1178,900 ARAGON AV,,34.0933,-118.223,,,,,,,,,,,,,,,,
210207019,2,Rampart,202,SANTA MONICA BL,MADISON AV,34.0909,-118.2893,,,,,,,,,,,,,,,,
211805794,18,Southeast,1827,10100 BEACH ST,,33.9452,-118.2415,,,,,,,,,,,,,,,,
210911387,9,Van Nuys,935,14100 SYLVAN ST,,34.1847,-118.44,,,,,,,,,,,,,,,,
210309167,3,Southwest,363,3800 W MARTIN LUTHER KING JR BL,,34.0137,-118.3401,,,,,,,,,,,,,,,,
210811171,8,West LA,806,10500 VESTONE WY,,34.1,-118.4497,,,,,,,,,,,,,,,,
211306328,13,Newton,1309,1800 S ALAMEDA ST,,34.0234,-118.2393,,,,,,,,,,,,,,,,
211814576,18,Southeast,1824,99TH ST,CENTRAL AV,33.947,-118.2541,,,,,,,,,,,,,,,,
212115655,21,Topanga,2146,21400 SHERMAN WY,,34.201,-118.5982,,,,,,,,,,,,,,,,
211215471,12,77th Street,1273,WESTERN AV,87TH ST,33.9591,-118.309,,,,,,,,,,,,,,,,
211805159,18,Southeast,1826,COMPTON AV,96TH ST,33.949,-118.2462,,,,,,,,,,,,,,,,
210611831,6,Hollywood,636,1700 WHITLEY AV,,34.1016,-118.3333,,,,,,,,,,,,,,,,
210411985,4,Hollenbeck,409,POPLAR BL,HUNTINGTON D,34.0949,-118.1645,,,,,,,,,,,,,,,,
212009002,20,Olympic,2001,WILTON,MAPLEWOOD,34.0803,-118.3135,,,,,,,,,,,,,,,,
210715904,7,Wilshire,765,1200 S RIMPAU BL,,34.0496,-118.3425,,,,,,,,,,,,,,,,
212015581,20,Olympic,2038,3000 LEEWARD AV,,34.0587,-118.2916,,,,,,,,,,,,,,,,
210318370,3,Southwest,328,800 W 32ND ST,,34.0248,-118.2818,,,,,,,,,,,,,,,,
211014432,10,West Valley,1034,18400 VICTORY BL,,34.1866,-118.5348,,,,,,,,,,,,,,,,
210709899,7,Wilshire,734,300 S BURNSIDE AV,,34.0704,-118.3552,,,,,,,,,,,,,,,,
211804597,18,Southeast,1806,8800 S CENTRAL AV,,33.9535,-118.2564,,,,,,,,,,,,,,,,
210410182,4,Hollenbeck,477,WHITTIER,MATHEWS,34.0338,-118.2143,,,,,,,,,,,,,,,,
211423445,14,Pacific,1412,100 SUNSET AV,,33.9939,-118.4772,,,,,,,,,,,,,,,,
210605120,6,Hollywood,636,HOLLYWOOD,MCCADDEN,34.1016,-118.337,,,,,,,,,,,,,,,,
211001135,10,West Valley,1028,16500 SHERMAN WY,,34.2011,-118.4931,,,,,,,,,,,,,,,,
210915240,9,Van Nuys,923,15200 VANOWEN ST,,34.1939,-118.4647,,,,,,,,,,,,,,,,
211220012,12,77th Street,1239,1100 W 61ST ST,,33.9841,-118.2941,,,,,,,,,,,,,,,,
210615851,6,Hollywood,668,5600 W SUNSET BL,,34.0981,-118.3111,,,,,,,,,,,,,,,,
210314276,3,Southwest,362,3900 COCO AV,,34.0161,-118.3495,,,,,,,,,,,,,,,,
211911916,19,Mission,1982,COLUMBUS,ACRE,34.2299,-118.4656,,,,,,,,,,,,,,,,
211813584,18,Southeast,1846,PARMELEE AV,114TH ST,33.9321,-118.2502,,,,,,,,,,,,,,,,
211706972,17,Devonshire,1794,8500 GARDEN GROVE AV,,34.2246,-118.5295,,,,,,,,,,,,,,,,
211214979,12,77th Street,1266,80TH ST,HOOVER ST,33.9667,-118.2871,,,,,,,,,,,,,,,,
211008504,10,West Valley,1043,6000 YOLANDA AV,,34.1787,-118.5408,,,,,,,,,,,,,,,,
210809331,8,West LA,855,VETERAN AV,SANTA MONICA BL,34.0489,-118.4401,,,,,,,,,,,,,,,,
210212088,2,Rampart,265,7TH ST,ALVARADO,34.0565,-118.2768,,,,,,,,,,,,,,,,
211221921,12,77th Street,1203,52ND ST,WESTERN AV,33.9951,-118.3089,,,,,,,,,,,,,,,,
210115976,1,Central,195,BROADWAY,VENICE,34.0342,-118.2636,,,,,,,,,,,,,,,,
211219187,12,77th Street,1203,1800 W 47TH ST,,34.001,-118.3133,,,,,,,,,,,,,,,,
212009376,20,Olympic,2053,OLYMPIC BL,WESTERN AV,34.0526,-118.3091,,,,,,,,,,,,,,,,
211312880,13,Newton,1323,23RD,SAN PEDRO,34.0241,-118.2597,,,,,,,,,,,,,,,,
210105157,1,Central,152,6TH ST,GRAND,34.0487,-118.2553,,,,,,,,,,,,,,,,
210204008,2,Rampart,233,200 S BENTON WY,,34.0667,-118.2797,,,,,,,,,,,,,,,,
210414183,4,Hollenbeck,464,2300 E 1ST ST,,34.0441,-118.2105,,,,,,,,,,,,,,,,
211808869,18,Southeast,1863,300 E 119TH ST,,33.9247,-118.2652,,,,,,,,,,,,,,,,
211316785,13,Newton,1373,53RD ST,AVALON BL,33.9941,-118.2652,,,,,,,,,,,,,,,,
211423686,14,Pacific,1469,6800 LA TIJERA BL,,33.9773,-118.3718,,,,,,,,,,,,,,,,
211212619,12,77th Street,1258,100 E 73RD ST,,33.9738,-118.2739,,,,,,,,,,,,,,,,
211211666,12,77th Street,1283,9400 S MANHATTAN PL,,33.9505,-118.3101,,,,,,,,,,,,,,,,
212006205,20,Olympic,2031,600 S WESTERN AV,,34.0599,-118.3139,,,,,,,,,,,,,,,,
211806260,18,Southeast,1829,2100 99TH PL,,33.9472,-118.2315,,,,,,,,,,,,,,,,
211907122,19,Mission,1969,SHARP,KAMLOOPS,34.2474,-118.426,,,,,,,,,,,,,,,,
211205254,12,77th Street,1266,600 W 81ST ST,,33.9655,-118.2853,,,,,,,,,,,,,,,,
211509685,15,N Hollywood,1547,11400 CHANDLER BL,,34.1681,-118.379,,,,,,,,,,,,,,,,
212017581,20,Olympic,2039,8TH,WESTMORELAND,34.0578,-118.2891,,,,,,,,,,,,,,,,
210407916,4,Hollenbeck,477,7TH ST,SOTO ST,34.0323,-118.217,,,,,,,,,,,,,,,,
211505777,15,N Hollywood,1555,11300 MAGNOLIA BL,,34.1649,-118.378,,,,,,,,,,,,,,,,
210314250,3,Southwest,321,OBAMA BL,LA CIENEGA BL,34.0217,-118.3724,,,,,,,,,,,,,,,,
211504716,15,N Hollywood,1509,7200 CARTWRIGHT AV,,34.2012,-118.3633,,,,,,,,,,,,,,,,
211420304,14,Pacific,1412,1200 PACIFIC AV,,33.9897,-118.4738,,,,,,,,,,,,,,,,
210407511,4,Hollenbeck,477,WHITTIER BL,MATHEWS ST,34.0338,-118.2143,,,,,,,,,,,,,,,,
210115615,1,Central,157,500 S SAN PEDRO ST,,34.0438,-118.2441,,,,,,,,,,,,,,,,
210409047,4,Hollenbeck,464,2200 MICHIGAN AV,,34.0456,-118.2101,,,,,,,,,,,,,,,,
210116262,1,Central,162,7TH,FLOWER,34.0487,-118.2588,,,,,,,,,,,,,,,,
210911726,9,Van Nuys,911,SHERMAN WY,SEPULVEDA BL,34.2011,-118.4662,,,,,,,,,,,,,,,,
210410730,4,Hollenbeck,459,3100 FAIRMOUNT ST,,34.0472,-118.1928,,,,,,,,,,,,,,,,
210213972,2,Rampart,215,300 ROBINSON ST,,34.0757,-118.2821,,,,,,,,,,,,,,,,
211211813,12,77th Street,1259,700 E 74TH ST,,33.973,-118.263,,,,,,,,,,,,,,,,
210917679,9,Van Nuys,966,5000 WOODMAN AV,,34.1612,-118.4313,,,,,,,,,,,,,,,,
211011837,10,West Valley,1008,16800 ROSCOE BL,,34.2206,-118.4982,,,,,,,,,,,,,,,,
211711200,17,Devonshire,1764,19300 SUPERIOR ST,,34.2463,-118.5547,,,,,,,,,,,,,,,,
210100882,1,Central,154,100 W 5TH ST,,34.0467,-118.2485,,,,,,,,,,,,,,,,
211708521,17,Devonshire,1792,20000 ROSCOE BL,,34.2243,-118.5623,,,,,,,,,,,,,,,,
211816368,18,Southeast,1821,95TH ST,VERMONT AV,33.9501,-118.2916,,,,,,,,,,,,,,,,
210204809,2,Rampart,251,600 S CORONADO ST,,34.0628,-118.2811,,,,,,,,,,,,,,,,
211707572,17,Devonshire,1772,9200 OAKDALE AV,,34.2383,-118.5669,,,,,,,,,,,,,,,,
210204331,2,Rampart,265,WESTLAKE,JAMES M WOOD,34.0544,-118.2767,,,,,,,,,,,,,,,,
210705435,7,Wilshire,702,FAIRFAX,WASHINGTON,34.084,-118.3547,,,,,,,,,,,,,,,,
210415758,4,Hollenbeck,421,2400 N BROADWAY,,34.0736,-118.217,,,,,,,,,,,,,,,,
210300727,3,Southwest,397,1000 W 43RD ST,,34.0055,-118.2915,,,,,,,,,,,,,,,,
211316451,13,Newton,1383,MAIN ST,GAGE AV,33.9824,-118.2739,,,,,,,,,,,,,,,,
211800602,18,Southeast,1861,11400 S VERMONT AV,,33.9304,-118.2916,,,,,,,,,,,,,,,,
210915169,9,Van Nuys,937,6100 WOODMAN AV,,34.1836,-118.4355,,,,,,,,,,,,,,,,
211211622,12,77th Street,1241,60TH ST,CRENSHAW BL,33.9854,-118.3309,,,,,,,,,,,,,,,,
210318608,3,Southwest,361,4000 URSULA AV,,34.0149,-118.3524,,,,,,,,,,,,,,,,
210506297,5,Harbor,565,GRAND,8TH,33.737,-118.2902,,,,,,,,,,,,,,,,
210306544,3,Southwest,314,3800 W 27TH ST,,34.0312,-118.3259,,,,,,,,,,,,,,,,
210405793,4,Hollenbeck,438,2500 LOMBARDY BL,,34.0758,-118.1737,,,,,,,,,,,,,,,,
211306993,13,Newton,1341,39TH ST,BROADWAY PL,34.0121,-118.2768,,,,,,,,,,,,,,,,
210110514,1,Central,157,500 CROCKER ST,,34.0432,-118.2431,,,,,,,,,,,,,,,,
210300650,3,Southwest,335,2800 7TH AV,,34.0285,-118.3248,,,,,,,,,,,,,,,,
211611155,16,Foothill,1612,PAXTON,BRADLEY,34.2749,-118.4246,,,,,,,,,,,,,,,,
210108981,1,Central,111,ALAMEDA,CESAR E CHAVEZ,34.0581,-118.2371,,,,,,,,,,,,,,,,
210808927,8,West LA,839,10200 SANTA MONICA BL,,34.06,-118.42,,,,,,,,,,,,,,,,
212107968,21,Topanga,2134,22200 VALERIO ST,,34.2045,-118.611,,,,,,,,,,,,,,,,
210107961,1,Central,152,7TH,HILL,34.0459,-118.2545,,,,,,,,,,,,,,,,
211207462,12,77th Street,1205,54TH ST,DENKER AV,33.9974,-118.2982,,,,,,,,,,,,,,,,
211906338,19,Mission,1917,ASTORIA,DRONFIELD,34.3102,-118.4402,,,,,,,,,,,,,,,,
210614096,6,Hollywood,638,1700 N VAN NESS AV,,34.1017,-118.3159,,,,,,,,,,,,,,,,
210218174,2,Rampart,246,ALVARADO ST,6TH ST,34.0595,-118.2749,,,,,,,,,,,,,,,,
211225590,12,77th Street,1243,2100 W FLORENCE AV,,33.979,-118.3112,,,,,,,,,,,,,,,,
211313933,13,Newton,1322,600 E ADAMS BL,,34.0223,-118.2629,,,,,,,,,,,,,,,,
210900796,9,Van Nuys,935,14200 CALVERT ST,,34.1817,-118.4422,,,,,,,,,,,,,,,,
211319545,13,Newton,1371,200 W 55TH ST,,33.9924,-118.2764,,,,,,,,,,,,,,,,
211200739,12,77th Street,1241,6000 8TH AV,,33.9821,-118.3318,,,,,,,,,,,,,,,,
210204032,2,Rampart,238,1300 COLTON ST,,34.063,-118.2566,,,,,,,,,,,,,,,,
211808703,18,Southeast,1821,500 W 97TH ST,,33.9482,-118.287,,,,,,,,,,,,,,,,
210106148,1,Central,195,16TH ST,MAIN ST,34.0336,-118.2626,,,,,,,,,,,,,,,,
211111809,11,Northeast,1151,1600 N VERMONT AV,,34.0986,-118.2962,,,,,,,,,,,,,,,,
210400644,4,Hollenbeck,412,3400 PASADENA AV,,34.0806,-118.2176,,,,,,,,,,,,,,,,
211224287,12,77th Street,1256,FIGUEROA ST,76TH ST,33.9708,-118.2827,,,,,,,,,,,,,,,,
211313370,13,Newton,1313,PICO BL,PALOMA ST,34.0304,-118.2484,,,,,,,,,,,,,,,,
210906599,9,Van Nuys,911,7100 FIRMAMENT AV,,34.1993,-118.4724,,,,,,,,,,,,,,,,
211800717,18,Southeast,1804,700 E 87TH PL,,33.9583,-118.2625,,,,,,,,,,,,,,,,
210313513,3,Southwest,315,WESTERN AV,ADAMS BL,34.0327,-118.309,,,,,,,,,,,,,,,,
210511251,5,Harbor,551,WESTERN,1ST,33.7434,-118.3098,,,,,,,,,,,,,,,,
212111930,21,Topanga,2113,22600 ROSCOE BL,,34.2195,-118.6191,,,,,,,,,,,,,,,,
211219306,12,77th Street,1265,HALLDALE,85TH ST,33.9609,-118.3025,,,,,,,,,,,,,,,,
210612875,6,Hollywood,666,EL CENTRO,DE LONGPRE AV,34.0962,-118.3237,,,,,,,,,,,,,,,,
211012737,10,West Valley,1029,7000 WOODLEY AV,,34.1975,-118.4837,,,,,,,,,,,,,,,,
212018377,20,Olympic,2004,MELROSE AV,HARVARD BL,34.0835,-118.3046,,,,,,,,,,,,,,,,
211200809,12,77th Street,1248,6400 S VERMONT AV,,33.981,-118.2914,,,,,,,,,,,,,,,,
211804540,18,Southeast,1831,FIGUEROA ST,127TH,33.9176,-118.2829,,,,,,,,,,,,,,,,
211007450,10,West Valley,1079,15400 VENTURA BL,,34.1599,-118.4766,,,,,,,,,,,,,,,,
211108289,11,Northeast,1175,1000 ELYSIAN PARK DR,,34.0857,-118.2458,,,,,,,,,,,,,,,,
210900887,9,Van Nuys,933,VAN NUYS,DELANO,34.1826,-118.4487,,,,,,,,,,,,,,,,
211205902,12,77th Street,1211,ARLINGTON,52ND,33.995,-118.3182,,,,,,,,,,,,,,,,
212012511,20,Olympic,2033,JAMES M WOOD BL,HARVARD BL,34.0559,-118.3042,,,,,,,,,,,,,,,,
211113755,11,Northeast,1141,HOLLYWOOD BL,ALEXANDRIA,34.1018,-118.2984,,,,,,,,,,,,,,,,
210611298,6,Hollywood,635,6600 WHITLEY TR,,34.1074,-118.3334,,,,,,,,,,,,,,,,
211224144,12,77th Street,1273,8800 S WESTERN AV,,33.9563,-118.309,,,,,,,,,,,,,,,,
211409459,14,Pacific,1491,VISTA DEL MAR,IMPERIAL,33.9308,-118.4334,,,,,,,,,,,,,,,,
211223706,12,77th Street,1248,900 W FLORENCE AV,,33.9792,-118.2893,,,,,,,,,,,,,,,,
210616898,6,Hollywood,666,BANNER,VINE ST,34.0917,-118.3266,,,,,,,,,,,,,,,,
211716290,17,Devonshire,1783,8900 VANALDEN AV,,34.233,-118.5492,,,,,,,,,,,,,,,,
211205719,12,77th Street,1266,82ND ST,VERMONT AV,33.9643,-118.2915,,,,,,,,,,,,,,,,
210115809,1,Central,152,500 S FLOWER ST,,34.0513,-118.2564,,,,,,,,,,,,,,,,
212115355,21,Topanga,2148,20400 ENADIA WY,,34.2001,-118.5786,,,,,,,,,,,,,,,,
210515362,5,Harbor,514,R,EUDORA,33.7967,-118.2797,,,,,,,,,,,,,,,,
211818647,18,Southeast,1851,134TH ST,HOOVER AV,33.9102,-118.2872,,,,,,,,,,,,,,,,
212011419,20,Olympic,2024,3700 WILSHIRE BL,,34.0636,-118.3047,,,,,,,,,,,,,,,,
211904398,19,Mission,1943,00 RAMONA WY,,34.2675,-118.4647,,,,,,,,,,,,,,,,
211304674,13,Newton,1353,AVALON,VERNON,34.0039,-118.2653,,,,,,,,,,,,,,,,
210115174,1,Central,153,600 S BROADWAY,,34.0466,-118.252,,,,,,,,,,,,,,,,
211209517,12,77th Street,1248,800 W 62ND ST,,33.9837,-118.2871,,,,,,,,,,,,,,,,
211219844,12,77th Street,1263,2100 W MANCHESTER AV,,33.9636,-118.3112,,,,,,,,,,,,,,,,
210609175,6,Hollywood,645,6800 W SUNSET BL,,34.098,-118.3393,,,,,,,,,,,,,,,,
210606836,6,Hollywood,656,6300 SANTA MONICA BL,,34.0907,-118.3271,,,,,,,,,,,,,,,,
210412984,4,Hollenbeck,411,AVENUE 19,BROADWAY,34.0737,-118.2223,,,,,,,,,,,,,,,,
210306056,3,Southwest,329,2700 S FIGUEROA ST,,34.0274,-118.2765,,,,,,,,,,,,,,,,
211115667,11,Northeast,1183,1600 W SUNSET BL,,34.0832,-118.2572,,,,,,,,,,,,,,,,
210608753,6,Hollywood,656,CAHUENGA,SANTA MONICA,34.0907,-118.3289,,,,,,,,,,,,,,,,
211817921,18,Southeast,1842,IMPERIAL HY,BROADWAY,33.931,-118.2785,,,,,,,,,,,,,,,,
211904169,19,Mission,1959,9800 ARLETA AV,,34.248,-118.4324,,,,,,,,,,,,,,,,
210512294,5,Harbor,564,300 W 1ST ST,,33.7433,-118.2845,,,,,,,,,,,,,,,,
211216711,12,77th Street,1218,800 W 56TH ST,,33.9914,-118.2909,,,,,,,,,,,,,,,,
210209952,2,Rampart,289,11TH ST,BLAINE ST,34.0459,-118.271,,,,,,,,,,,,,,,,
210105163,1,Central,163,700 S SPRING ST,,34.0438,-118.2547,,,,,,,,,,,,,,,,
212014401,20,Olympic,2014,200 N ARDMORE AV,,34.0753,-118.3019,,,,,,,,,,,,,,,,
211104184,11,Northeast,1161,1200 N ALEXANDRIA AV,,34.0931,-118.2984,,,,,,,,,,,,,,,,
210306774,3,Southwest,305,2400 HILLCREST DR,,34.0341,-118.3417,,,,,,,,,,,,,,,,
211206383,12,77th Street,1209,400 W 48TH ST,,33.9992,-118.2827,,,,,,,,,,,,,,,,
211412386,14,Pacific,1412,PALOMA AV,OCEAN FRONT WK,33.9932,-118.4793,,,,,,,,,,,,,,,,
210510185,5,Harbor,558,200 N HARBOR BL,,33.7442,-118.2796,,,,,,,,,,,,,,,,
212000551,20,Olympic,2005,600 N KINGSLEY DR,,34.0822,-118.3034,,,,,,,,,,,,,,,,
210207333,2,Rampart,218,1500 W SUNSET BL,,34.0758,-118.2552,,,,,,,,,,,,,,,,
210304329,3,Southwest,314,25TH ST,6TH AV,34.0344,-118.3236,,,,,,,,,,,,,,,,
211812952,18,Southeast,1832,100 E 105TH ST,,33.941,-118.2739,,,,,,,,,,,,,,,,
211408371,14,Pacific,1452,00 WASHINGTON BL,,33.9793,-118.4664,,,,,,,,,,,,,,,,
210115540,1,Central,192,1500 S HOPE ST,,34.0367,-118.2675,,,,,,,,,,,,,,,,
211319779,13,Newton,1373,54TH ST,AVALON BL,33.9933,-118.2652,,,,,,,,,,,,,,,,
210604574,6,Hollywood,645,6800 HOLLYWOOD BL,,34.1016,-118.3391,,,,,,,,,,,,,,,,
211113429,11,Northeast,1124,3400 DREW ST,,34.1208,-118.2418,,,,,,,,,,,,,,,,
210117581,1,Central,154,6TH,MAIN ST,34.0453,-118.2499,,,,,,,,,,,,,,,,
211008776,10,West Valley,1065,VENTURA,ZELZAH,34.1638,-118.5228,,,,,,,,,,,,,,,,
210208911,2,Rampart,245,WILSHIRE BL,ALVARADO,34.0584,-118.2763,,,,,,,,,,,,,,,,
212018123,20,Olympic,2001,4800 BEVERLY BL,,34.0799,-118.3181,,,,,,,,,,,,,,,,
210907360,9,Van Nuys,933,VAN NUYS BL,ERWIN ST,34.1836,-118.4488,,,,,,,,,,,,,,,,
211210595,12,77th Street,1245,FLORENCE AV,VERMONT AV,33.9746,-118.2917,,,,,,,,,,,,,,,,
210812603,8,West LA,854,SANTA MONICA,BUTLER,34.0469,-118.4451,,,,,,,,,,,,,,,,
211806312,18,Southeast,1802,8600 S FIGUEROA ST,,33.9596,-118.2827,,,,,,,,,,,,,,,,
210413602,4,Hollenbeck,423,2700 N MAIN ST,,34.066,-118.2141,,,,,,,,,,,,,,,,
210119647,1,Central,111,ALISO,BROADWAY,34.0615,-118.2412,,,,,,,,,,,,,,,,
210115404,1,Central,161,8TH ST,FIGUEROA ST,34.0485,-118.2623,,,,,,,,,,,,,,,,
211211731,12,77th Street,1248,900 W GAGE AV,,33.9819,-118.2893,,,,,,,,,,,,,,,,
212012850,20,Olympic,2033,900 S HARVARD BL,,34.0581,-118.3066,,,,,,,,,,,,,,,,
210618199,6,Hollywood,632,8100 W SUNSET BL,,34.098,-118.3652,,,,,,,,,,,,,,,,
211320718,13,Newton,1346,1400 E 41ST ST,,34.0086,-118.2474,,,,,,,,,,,,,,,,
210205473,2,Rampart,235,ALVARADO,BEVERLY,34.0667,-118.2703,,,,,,,,,,,,,,,,
211509033,15,N Hollywood,1519,6500 DENNY AV,,34.1885,-118.3649,,,,,,,,,,,,,,,,
211515720,15,N Hollywood,1549,LANKERSHIM BL,CHANDLER,34.1689,-118.3771,,,,,,,,,,,,,,,,
211405727,14,Pacific,1488,AIRPORT,ARBOR VITAE,33.9527,-118.3859,,,,,,,,,,,,,,,,
210100829,1,Central,156,5TH,SAN PEDRO,34.0444,-118.2443,,,,,,,,,,,,,,,,
210500662,5,Harbor,528,WATSON,OPP,33.7841,-118.2476,,,,,,,,,,,,,,,,
211416074,14,Pacific,1431,1300 INNES PL,,33.9892,-118.4726,,,,,,,,,,,,,,,,
210514541,5,Harbor,563,1300 S GAFFEY ST,,33.732,-118.2924,,,,,,,,,,,,,,,,
210708328,7,Wilshire,713,BEVERLY BL,CURSON AV,34.0762,-118.3553,,,,,,,,,,,,,,,,
211401074,14,Pacific,1431,20TH,OCEAN FRONT AV,33.985,-118.4715,,,,,,,,,,,,,,,,
211213032,12,77th Street,1241,6500 S VICTORIA AV,,33.9781,-118.3323,,,,,,,,,,,,,,,,
211912612,19,Mission,1918,12700 BROMONT AV,,34.3008,-118.4259,,,,,,,,,,,,,,,,
211111763,11,Northeast,1181,1300 N ALVARADO ST,,34.0791,-118.2626,,,,,,,,,,,,,,,,
211606643,16,Foothill,1618,11000 SCOVILLE AV,,0,0,,,,,,,,,,,,,,,,
210304328,3,Southwest,314,25TH ST,6TH AV,34.0344,-118.3236,,,,,,,,,,,,,,,,
211223728,12,77th Street,1204,NORMANDIE,46TH ST,34.0017,-118.3002,,,,,,,,,,,,,,,,
211205345,12,77th Street,1233,SLAUSON AV,DENKER AV,33.9892,-118.3045,,,,,,,,,,,,,,,,
210410599,4,Hollenbeck,402,3600 BOUNDARY AV,,34.0873,-118.1929,,,,,,,,,,,,,,,,
210217296,2,Rampart,248,1300 W 6TH ST,,34.0579,-118.2649,,,,,,,,,,,,,,,,
210115745,1,Central,154,500 S MAIN ST,,34.0465,-118.2488,,,,,,,,,,,,,,,,
211416925,14,Pacific,1432,500 LINCOLN BL,,33.9941,-118.4528,,,,,,,,,,,,,,,,
210808585,8,West LA,849,8700 W OLYMPIC BL,,34.0594,-118.3814,,,,,,,,,,,,,,,,
211108869,11,Northeast,1181,2100 MONTANA ST,,34.0806,-118.2617,,,,,,,,,,,,,,,,
211218136,12,77th Street,1258,7200 S SAN PEDRO ST,,33.9713,-118.2739,,,,,,,,,,,,,,,,
211209686,12,77th Street,1243,70TH ST,WESTERN AV,33.9762,-118.309,,,,,,,,,,,,,,,,
211408983,14,Pacific,1441,2900 SANBORN AV,,33.9816,-118.465,,,,,,,,,,,,,,,,
211314912,13,Newton,1367,1500 E 53RD ST,,33.9993,-118.2432,,,,,,,,,,,,,,,,
210706214,7,Wilshire,721,8600 BURTON WY,,34.0721,-118.38,,,,,,,,,,,,,,,,
211218101,12,77th Street,1233,1600 W SLAUSON AV,,33.9891,-118.3051,,,,,,,,,,,,,,,,
211704176,17,Devonshire,1753,10100 MASON AV,,34.2536,-118.5798,,,,,,,,,,,,,,,,
211313978,13,Newton,1352,4300 AVALON BL,,34.0035,-118.2691,,,,,,,,,,,,,,,,
211715251,17,Devonshire,1795,17900 SCHOENBORN ST,,34.2218,-118.5273,,,,,,,,,,,,,,,,
210514136,5,Harbor,566,12TH ST,PALOS VERDES ST,33.7333,-118.2814,,,,,,,,,,,,,,,,
211300786,13,Newton,1395,300 E FLORENCE AV,,33.9784,-118.263,,,,,,,,,,,,,,,,
210213185,2,Rampart,245,2200 W 6TH ST,,34.0601,-118.2761,,,,,,,,,,,,,,,,
211506247,15,N Hollywood,1527,VICTORY,FAIR,34.1867,-118.3747,,,,,,,,,,,,,,,,
210816559,8,West LA,858,1500 S ROBERTSON BL,,34.0521,-118.3864,,,,,,,,,,,,,,,,
210212512,2,Rampart,291,11TH ST,BURLINGTON,34.0444,-118.2827,,,,,,,,,,,,,,,,
211910223,19,Mission,1909,12200 VIA SANTA LUCIA,,34.3174,-118.3996,,,,,,,,,,,,,,,,
210507155,5,Harbor,529,500 BROAD AV,,33.7756,-118.2608,,,,,,,,,,,,,,,,
210700426,7,Wilshire,752,1100 S FAIRFAX AV,,34.0558,-118.3706,,,,,,,,,,,,,,,,
210415332,4,Hollenbeck,479,3600 WHITTIER BL,,34.0255,-118.1957,,,,,,,,,,,,,,,,
211210434,12,77th Street,1211,54TH ST,3RD AV,33.9932,-118.3204,,,,,,,,,,,,,,,,
210215718,2,Rampart,269,8TH,GARLAND,34.0498,-118.2681,,,,,,,,,,,,,,,,
211817903,18,Southeast,1844,600 E 113TH ST,,33.932,-118.2652,,,,,,,,,,,,,,,,
